Title,Author(s),Published Year,Editions,Avg. Rating,Num. of Ratings
python for data science : the introduction to computer for absolutely beginners and advanced,['Jason Cannon'],0,1,0.00,0
"Python Data Science: The Bible. The Ultimate Beginner’s Guide to Learn Data Analysis, from the Basics and Essentials, to Advance Content! (Crash Course, ... Easy Book) (Computer Programming Book 2)",['Mark Solomon Brown'],0,1,0.00,0
PYTHON DATA SCIENCE: THE ULTIMATE STEP BY STEP BEGINNER’S GUIDE WITH TOOLS AND PRINCIPLES FOR CODING AND DATA ANALYSIS PLUS HANDS-ON PROJECTS TO HAVE A SUCCESSFUL PRACTICAL PROGRAMMING FROM SCRATCH,"['ADRIENNE HAWKES MATTHES', 'JOHN TACKE']",0,2,0.00,0
Learn Data Science Using SAS Studio: A Quick-Start Guide,['Engy Fouda إنجي فوده'],0,1,5.00,1
A few words for all those buzzwords: artificial intelligence big data science digital innovation lean sustainability…,['M. Can Arslan'],2020,1,5.00,2
Data Science for Wind Energy,['Yu Ding'],0,5,0.00,0
Science Data Book: Labasco Edition,['R M Tennent'],0,1,0.00,0
"Data Science, Learning by Latent Structures, and Knowledge Discovery","['Berthold Lausen', 'Sabine Krolak-Schwerdt', 'Matthias Bohmer']",2014,2,4.00,1
100 Hadoop Questions to crack data science interview: Hadoop Cheat Sheet,['TheDataMonk'],0,1,5.00,2
"Python Deep Learning from Basics: Fundamental Approach For Beginners- Neural Networks, Scikit-Learn, Deep Learning, TensorFlow, Data Analytics, Python, Data Science (Series Book 1)",['Prof John Smith'],0,1,0.00,0
Data Analytics for Businesses 2019: Master Data Science with Optimised Marketing Strategies Using Data Mining Algorithms,['Riley Adams'],0,1,0.00,0
Introduction to HPC with MPI for Data Science,['Frank Nielsen'],0,1,0.00,0
"Python Data Science: The Ultimate Handbook for Beginners on How to Explore NumPy for Numerical Data, Pandas for Data Analysis, IPython, Scikit-Learn and Tensorflow for Machine Learning and Business",['Jessica Rizzo'],0,1,0.00,0
Python for Data Science: Deep Machine Learning Algorithms in Python and Artificial Intelligence. Crash Course to Measure Value of Big Data and Analyzes what Matters to Live by Computer Programming,['Mik Arduino'],0,2,0.00,0
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support, Global Edition","['Ramesh Sharda', 'Dursun Delen', 'Efraim Turban']",0,1,0.00,0
Data Science In Business,['Deep Samaddar'],0,1,0.00,0
Python Programming: This Book Includes: Python for Beginners - Python for Data Science,"[""Daniel O'Reilly""]",0,1,5.00,2
Selecting Statistical Techniques for Social Science Data: A Guide for SAS Users,['Frank M. Andrews'],1998,1,3.00,1
"Applied Health Care Analytics: Enabling Transformative Health Care Through Data Science, Machine Learning, and Cognitive Computing","['Mark Albert', 'Plamen Petrov', 'Rajeev Ronanki']",0,1,0.00,0
Data Science and Complex Networks,"['G. Caldarelli', 'A. Chessa']",0,1,0.00,0
20774A Perform Cloud Data Science with Azure Machine Learning,['Microsoft Learning'],0,1,0.00,0
Mastering Java for Data Science: Analytics and more for production-ready applications,['Alexey Grigorev'],0,1,0.00,0
Blockchain and Clinical Trial: Securing Patient Data (Advanced Sciences and Technologies for Security Applications),"['Hamid Jahankhani', 'Stefan Kendzierskyj', 'Arshad Jamal']",0,2,0.00,0
Quantitative Methods for Data Science: II - Problems,['James Godfrey'],2014,1,0.00,0
Hands-on Scikit-Learn for Machine Learning Applications: Data Science Fundamentals with Python,['David Paper'],0,1,0.00,0
"Data Science from Scratch with Python: Concepts and Practices with NumPy, Pandas, Matplotlib, Scikit-Learn and Keras (2nd Section)",['AI Publishing'],0,1,1.00,1
"python for data science: The ultimate guide for beginners. Machine learning tools, concepts and introduction. Python programming crash course.",['tony f. charles'],0,1,0.00,0
Learn Python Fast: 2 Books in 1: Python Machine Learning and Data Science. The complete starter guide for total beginners + practical exercises,['Computer Programming Academy'],0,1,0.00,0
"Essential Math For Data Science: Essential Math For Data Science: How To Make Use Of Data with Fundamental Calculus, Linear Algebra, Probability, and Statistics",['Martins A.U'],0,1,0.00,0
"Data Analytics: A Complete Guide on Data Analytics, Machine Learning AND Hacking: Big Data, Data Science, Adware, Malware, Neural Networks, Algorithms, Random Forests, Decision Trees, Machine Learning, Project Management, Hacking",['Robert Keane'],0,1,0.00,0
Year 3,"['Peter Horwood', 'Joyce Porter']",2002,1,5.00,1
The Data Science Handbook - Everything You Need to Know about Data Science,['Catherine Ingram'],0,2,0.00,0
"Making Healthcare Green: The Role of Cloud, Green IT, and Data Science to Reduce Healthcare Costs and Combat Climate Change","['Nina S. Godbole', 'John P. Lamb']",0,1,0.00,0
Modeling Techniques In Predictive Analytics With Python And R: A Guide To Data Science,['Thomas W. Miller'],0,1,0.00,0
Data Science in the Public Interest: Improving Government Performance in the Workforce,['Joshua D. Hawley'],0,2,0.00,0
"Machine Learning 2020: The Ultimate Guide to Data Science, Artificial Intelligence, and Neural Networks in Modern Business and Marketing applications (The Data Science Guide Book 1)",['Bill Hanson'],0,1,0.00,0
Python for Beginners: The Ultimate Crash Course to Learn Python in One Week with Step-by-Step Guidance and Hands-On Exercises (Data Science Book 1),['Andrew Park'],0,2,0.00,0
Data Reduction And Error Analysis For The Physical Sciences,"['Philip R. Bevington', 'D. Keith Robinson']",1969,4,3.98,58
"LIFE SCIENCE DATA MINING (Science, Engineering, and Biology Informatics)","['Stephen Wong', 'Stephen Wong; Chung-Sheng Li']",2006,2,0.00,0
Modelling Frequency and Count Data. Oxford Statistical Science Series.,['James K. Lindsey'],1995,2,0.00,0
Scientific Data Ranking Methods: Theory and Applications (Data Handling in Science and Technology),"['Manuela Pavan', 'Roberto Todeschini']",2008,3,0.00,0
Increasing Seismic Safety by Combining Engineering Technologies and Seismological Data. NATO Science for Peace and Security Series.,"['Marco Mucciarelli', 'Marijan Herak', 'John Cassidy']",2008,1,0.00,0
"Scientific Computing and Automation (Europe) 1990. Data Handling in Science and Technology, Volume 6.",['E.J. Karjalainen'],1990,2,0.00,0
"Advanced Scientific Computing in Basic with Applications in Chemistry, Biology and Pharmacology. Data Handling in Science and Technology, Volume 4.","['P. Valko', 'Steven Vajda']",1989,1,0.00,0
"Scientific Data Ranking Methods: Theory and Applications. Data Handling in Science and Technology, Volume 27.","['Manuela Todeschini', 'Roberto Pavan']",2008,1,0.00,0
"Multivariate Pattern Recognition in Chemometrics. Data Handling in Science and Technology, Volume 9.",['R.G. Brereton'],1992,2,0.00,0
Radio Science Data Analysis in Venus Express and Rosetta,['Riccardo Mattei'],2011,1,0.00,0
"Nature-inspired methods in chemometrics: genetic algorithms and artificial neural networks, Volume 23 (Data Handling in Science and Technology)",['Riccardo Leardi'],2003,1,0.00,0
"Handbook of Chemometrics and Qualimetrics, Volume B (Data Handling in Science and Technology): Pt.B",['Massart'],1998,1,0.00,0
XML and Web Technologies for Data Sciences with R,['Nolan Deborah Lang Duncan Temple'],2014,1,0.00,0
"Dependent Data in Social Sciences Research: Forms, Issues, and Methods of Analysis","['Mark Stemmler', 'Alexander von Eye', 'Wolfgang Wiedermann']",2015,3,0.00,0
The Science of Snow Sports: Volume 4: Graphs & Data for Science Lab,['M. Schottenbauer'],0,1,0.00,0
Essentials of Data Science and Big Data Analytics: Top 100 Real Life Project Scenarios and Tips: Extracted from Latest Projects,['Citronella Publications'],0,1,0.00,0
"Gas Phase Chemical Physics Database, Part I: Systmes With One Element (Physical Sciences Data, 32)",['J.-L. Delcroix'],1988,1,0.00,0
"Advances in Data Science and Classification: Proceedings of the 6th Conference of the International Federation of Classification Societies (Ifcs-98) Universita La Sapienza, Rome, 21 24 July, 1998","['International Federation Of Classificati', 'Maurizio Vichi']",1998,1,0.00,0
Applied Data Management,['Charles T. Meadow'],1976,1,0.00,0
The United States Supreme Court And The Uses Of Social Science Data,['Abraham L Davis'],0,1,0.00,0
Europe and Its Regions: The Usage of European Regionalized Social Science Data,"['Gerd Grzinger', 'Wenzel Matiaske and C. Katharina SpieÃŸ']",2008,1,0.00,0
Securing Data Science A Complete Guide - 2019 Edition,['Gerardus Blokdyk'],0,1,0.00,0
PANDAS TOOL FOR DATA SCIENTIST: DATA SCIENCE,['NOEL MOSES MWADENDE'],0,1,0.00,0
Data Science with Matlab. Predictive Techniques: Multivariate Linear Regression and Regression Learner,['A Vidales'],0,1,0.00,0
Applying Data Science: How to Create Value with Artificial Intelligence,['Arthur K Kordon'],0,1,0.00,0
Python Data Science Handbook: The Ultimate Guide to Learn How to Use Python for Data Analysis and Data Science. Learn the Essential Tools for Beginners to Work with Data,['Oliver Soranson'],0,1,0.00,0
The Future of Data Science and Parallel Computing: A Road to Technological Singularity,['Ganapathi Pulipaka'],0,1,0.00,0
Handbuch Data Science: Mit Datenanalyse und Machine Learning Wert aus Daten generieren,"['Stefan Papp', 'Wolfgang Weidinger', 'Mario Meir-Huber']",0,1,0.00,0
DATA SCIENCE with MATLAB. PREDICTIVE TECHNIQUES: REGRESSION,['A. Vidales'],0,1,0.00,0
The Predictive Program Manager Volume 1: Data Science that every Project/Program Manager should know,['Puneet  Mathur'],0,1,0.00,0
"Data Science, GDPR e LGPD: 20 coisas que voc� precisa fazer para n�o ser acusado por maus tratos a dados pessoais",['Debora Reis'],0,1,0.00,0
Python: THIS BOOK INCLUDES: Python For Beginners + Python Programming . Master the machine language Data Science Analysis and Artificial intelligence. Exercises included,['Marc Matthes'],0,1,0.00,0
"Availability, Reliability, and Security in Information Systems: Ifip Wg 8.4, 8.9, Tc 5 International Cross-Domain Conference, CD-Ares 2016, and Workshop on Privacy Aware Machine Learning for Health Data Science, Paml 2016, Salzburg, Austria, August 31 ...","['Francesco Buccafurri', 'Andreas Holzinger', 'Peter Kieseberg']",0,1,0.00,0
Data Science Foundations: Geometry and Topology of Complex Hierarchic Systems and Big Data Analytics: Geometry and Topology of Complex Hierarchic Systems and Big Data Analytics,['Fionn Murtagh'],0,1,0.00,0
"Data for Science and Technology: Proceedings of the Seventh International CODATA Conference, Kyoto, Japan, 8-11 October 1980: 7th",['Phyllis S. Glaeser'],0,1,0.00,0
Applying Data Science: Business Case Studies Using SAS,['Gerhard Svolba'],0,4,0.00,0
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists","['Rikin Mathur', 'Varun Bhartia', 'Raamin Mostaghimi']",0,1,0.00,0
"HOW TO EXCEL IN DATA SCIENCE INTERVIEW: Re-Occurring Interview Questions And Answers To Make You Get Good Grades And Champ The Quiz, 2018 Updated",['KEN J. STEVENS'],0,1,0.00,0
Guida completa al machine learning con R: Impara le basi del machine learning e del data science,['Valentina Porcu'],0,1,0.00,0
Advanced Analytics and Data Science A Complete Guide,['Gerardus Blokdyk'],0,1,0.00,0
"The Nasa/National Space Science Data Center Trapped Radiation Environment Model Program, 1964 - 1991",['National Aeronautics and Space Administration'],0,1,0.00,0
"Data Analysis and Signal Processing in Chromatography. Data Handling in Science and Technology, Volume 21.",['A. Felinger'],1998,4,5.00,1
Data Science with Matlab. Nonparametric Techniques for Prediction and Classification,['G Peck'],0,1,0.00,0
Robust Quality: Powerful Integration of Data Science and Process Engineering,['Rajesh Jugulum'],0,3,0.00,0
Data Science & Analytics Career Paths & Certifications: First Steps,['JungWoo Ryoo'],0,1,4.00,1
Web Scraping for Data Science with Python,"['Seppe vanden Broucke', 'Bart Baesens']",0,1,0.00,0
Python Programmieren 3 in 1: Der schnelle Einstieg,['Florian Dedov'],0,1,0.00,0
The Computer and the Cancelled Music Lessons: Data Science for Children,"['Shingai Manjengwa', 'Marilyne Cormier']",0,1,0.00,0
"Python for Beginners: The Ultimate Crash Course to Learning Python, Data Science, Even If You’re New to Programming.",['Nathan Bazylewicz'],0,2,0.00,0
DATA SCIENCE WITH PYTHON: Complete Guide To Understanding Data Analytics And Data Science With Python Programming (Code tutorials Book 4),['Craig Berg'],0,2,0.00,0
"Data Analytics: 4 Manuscripts: Data Science for Beginners, Data Analysis with Python, SQL Computer Programming for Beginners, Statistics for Beginners",['Matt Foster'],0,1,0.00,0
Data Science Building Blocks: Analytics Starter Kit,"['Jyothsna Sravanthi', 'Malaya Rout', 'Radhakrishnan Guhan']",0,1,0.00,0
"LIFE OF AI: A Complete Guide 2020 (Beginner + Advanced), Data Science, Machine Learning,Artificial Intelligence with Python, Neural Network,Nature of Language,Reinforcement,Deep learning,IoT,Robotics",['William Krystal'],0,1,5.00,1
"DATA SCIENCE: LEARN HOW TO USE DATA ANALYTICS, DATA VISUALIZATION, DATA MINING AND MACHINE LEARNING TO OPTIMIZE MARKETING STRATEGIES FOR BUSINESS",['Morgan Jefferson'],0,1,0.00,0
DATA SCIENCE: Advanced Method And Strategies To Learn Data Science For Business,['William Vance'],0,1,0.00,0
Data Science and Machine Learning Bootcamp with R: Learn how to use the R Programming Language for Data Science and Machine Learning and Data Visualization,['Nileriver Publications'],0,1,4.00,1
Leadership in Statistics and Data Science: Planning for Inclusive Excellence,['Amanda Golbeck'],0,1,0.00,0
Data Science for Business and Decision Making: An Introductory Text for Students and Practitioners,['Seyed Ali Fallahchay'],0,1,0.00,0
POST-PANDEMIC STOCK ANALYSIS: The Essentials of Data Science and Credit Analytics For Post-Pandemic Stock Analysis,['Anthony Johnson'],0,1,0.00,0
Handbook of Research on Automated Feature Engineering and Advanced Applications in Data Science,"['Mrutyunjaya Panda', 'Harekrishna Misra']",0,1,0.00,0
"Python Programming: 3 Manuscripts: Crash Course Coding with Python Data Science. the Step by Step Guide for Beginners to Master Software Projects, Algorithms, Tricks and Tips","['JOHN TACKE', 'ADRIENNE HAWKES MATTHES']",0,1,0.00,0
Driving Digital Transformation through Data and AI: A Practical Guide to Delivering Data Science and Machine Learning Products,"['Alexander Borek', 'Nadine Prill']",0,1,0.00,0
Python for beginners: An introduction to the programming. Data science and data analysis. Clear definitions of the lexicon. A guide for everybody!,['Mark Wilson'],0,1,0.00,0
Communicating with Data: The Art of Writing for Data Science,"['Deborah Nolan', 'Sara Stoudt']",0,1,0.00,0
Collection of small python projects : data science,['harshitha k'],0,1,0.00,0
"Machine Learning: The Most Complete Guide for Beginners to Mastering Deep Learning, Artificial Intelligence and Data Science with Python. This Book Includes: Python Machine Learning and Data Science.",['Andrew Park'],0,1,0.00,0
python data analytics: how to learn python data science and use machine learning.introduction to deep learning to master python for beginners.,['Tony F Charles'],0,1,0.00,0
SYSTEMS Analytics for IoT Data Science,['Dr. PG Madhavan'],0,1,0.00,0
"Data Science From Scratch: The #1 Data Science Guide For Everything A Data Scientist Needs To Know: Python, Linear Algebra, Statistics, Coding, Applications, Neural Networks, And Decision Trees",['Steven Cooper'],0,2,0.00,0
"Data Science in Chemistry: Artificial Intelligence, Big Data, Chemometrics and Quantum Computing with Jupyter",['Thorsten Gressling'],0,1,0.00,0
基礎からわかる時系列分析―Rで実践するカルマンフィルタ・MCMC・粒子フィルタ― Data Science Library,"['萩原 淳一郎', '瓜生 真也', '牧山 幸史']",0,1,0.00,0
"Handbook of Research on Engineering, Business, and Healthcare Applications of Data Science and Analytics","['Bhushan Patil', 'Manisha Vohra']",0,3,0.00,0
"Python Programming: 2 books in 1: Learn Python Programming + Neural Networks for Beginners - An Easy Textbook for Getting Started with Machine Learning, Deep Learning and Data Science",['Russel R Russo'],0,1,0.00,0
Data Structures and Algorithms with Python,"['Kent D. Lee', 'Steve Hubbard']",2015,2,3.56,9
Spatial and temporal data mining with applications to earth science data.,['Haibin Cheng'],0,1,0.00,0
"The Curriculum Of ""Information System Architects"": Premises, Development Process, And Educational Plan",['Erkki Koskela'],0,1,0.00,0
Nuclear Data for Science and Technology: Proceedings of the International Conference Antwerp 6 10 September 1982,['K.H. Bockhoff'],1983,1,0.00,0
Book Of Chemical Data,['NUFFIELD SCIENCE TEACHING PROJECT'],0,1,1.00,1
"Nutrition: Codata Directory of Data Sources for Science & Technology, Chapter Twelve",['Codata'],0,1,0.00,0
"Nuclear Data For Science And Technology: Proceedings Of An International Conference Held At The Forschungszentrum Jülich, Jülich, Fed. Rep. Of Germany, 13 17 May 1991",['S. M. Qaim'],0,1,0.00,0
Atomic Energy Levels: Data for Parametric Calculations,['Serafin Fraga'],1979,1,0.00,0
Receptor Modeling for Air Quality Management (Data Handling in Science and Technology),['P.K. Hopke'],1991,3,0.00,0
Nuclear Data for Science and Technology: Proceedings of the International Conference Antwerp 6 10 September 1982,['K H Bockhoff'],2011,1,0.00,0
"Data Science: Second International Conference, Icds 2015, Sydney, Australia, August 8-9, 2015, Proceedings","['Chengqi Zhang', 'Wei Huang', 'Yong Shi']",2015,1,0.00,0
"Innovations in Classification, Data Science, and Information Systems: Proceedings of the 27th Annual Conference of the Gesellschaft Fur Klassifikation E.V., Brandenburg University of Technology, Cottbus, March 12-14, 2003","['Daniel Baier', 'Klaus-Dieter Wernecke']",2004,4,0.00,0
"Python for Data Science and Machine Learning: Python Programming, Pandas and Scikit-learn Tutorials for Beginners",['Sadrach Pierre'],0,1,0.00,0
Self Learning of Data Science for Free: Skill Development for Data Science Jobs,['Ajit Roy'],0,2,3.00,1
Excel Handbook: Learning The Basics Of EXCEL (Computer Science DATA),['David   Maxwell'],0,1,0.00,0
"Data Science - Simple Steps to Win, Insights and Opportunities for Maxing Out Success",['Gerard Blokdijk'],2015,2,0.00,0
Big Data in Medical Science and Healthcare Management,['Peter Langkafel'],0,1,0.00,0
"Astronomical Almanac for the Year 1999: Data for Astronomy,Space Sciences, Geodesy, Surveying, Navigation and Otherapplications",['Nautical Almanac Office'],0,1,0.00,0
Data Science,['Dr Ras'],0,1,0.00,0
Advanced Data Science and Analytics with Python,['Jesus Rogel-Salazar'],0,1,0.00,0
Nature Inspired Computing for Data Science,"['Minakhi Rout', 'Jitendra Kumar Rout', 'Himansu Das']",0,1,0.00,0
"Coding with Python: The Ultimate Guide For Data Science, a Smart Way to Program With Python, Understand Data Analytics and Deep Learning Faster Computer Programming for Beginners",['Tim Wired'],0,1,0.00,0
